date,start,end,title,domain,activity,campus,groups,venue,staff
2025-08-06,2025-08-06T08:30,2025-08-06T10:30,Close Working Problem 46,PBL,Tutorial,Callaghan,M,GP321,Juan Morales Franco
2025-08-06,2025-08-06T08:30,2025-08-06T10:30,Close Working Problem 46,PBL,Tutorial,Callaghan,N,GP324,Lauren Harms
2025-08-06,2025-08-06T10:30,2025-08-06T12:30,Close Working Problem 46,PBL,Tutorial,CCS,C,GO93.08.55,Ethan Creswell
2025-08-06,2025-08-06T10:30,2025-08-06T12:30,Close Working Problem 46,PBL,Tutorial,CCS,D,GO93.08.51,Natalie Govind
2025-08-06,2025-08-06T10:30,2025-08-06T12:30,Close Working Problem 46,PBL,Tutorial,Callaghan,F,GP328,Esther Robinson
2025-08-06,2025-08-06T11:00,2025-08-06T13:00,Close Working Problem 46,PBL,Tutorial,Callaghan,H,GP327,Roger Liang
2025-08-06,2025-08-06T11:00,2025-08-06T13:00,Close Working Problem 46,PBL,Tutorial,Callaghan,J,GP325,Abhijit Chowdhury
2025-08-06,2025-08-06T11:00,2025-08-06T13:00,Close Working Problem 46,PBL,Tutorial,Callaghan,L,GP326,Jeff Regnis
2025-07-30,2025-07-30T11:00,2025-07-30T13:00,Close Working Problem 45,PBL,Tutorial,Callaghan,O,GP321,Neil Spratt
2025-08-06,2025-08-06T11:00,2025-08-06T13:00,Close Working Problem 46,PBL,Tutorial,Callaghan,P,GP324,Lauren Harms
2025-08-06,2025-08-06T14:00,2025-08-06T15:00,Folate,HSE,Seminar,Both,ALL,GP201,Dr Ben Ewald
2025-08-06,2025-08-06T16:00,2025-08-06T16:30,Course Coordinator Q&A - Assessment Information + AINs,Info,Lecture,Both,ALL,Zoom 2025,Dr Jessica Bergmann/Dr Esther Robinson/Dr Joelle Coumans
2025-08-07,2025-08-07T09:00,2025-08-07T10:00,"Gonads, Gametes, Zygotes and Embryos",Histology,Lecture,Both,ALL,Zoom 2025,Prof Alan Brichta
2025-08-07,2025-08-07T10:00,2025-08-07T12:00,"Gonads, Gametes, Zygotes and Embryos",Histology,Online Lab,Both,ALL,Zoom 2025,Prof Alan Brichta
2025-08-07,2025-08-07T13:00,2025-08-07T15:00,Open Working Problem 47,PBL,Tutorial,CCS,A,GO93.08.55,Tegan Stettaford
2025-08-07,2025-08-07T13:00,2025-08-07T15:00,Open Working Problem 47,PBL,Tutorial,CCS,B,GO93.08.51,Heather Allard
2025-08-07,2025-08-07T13:00,2025-08-07T15:00,Open Working Problem 47,PBL,Tutorial,Callaghan,E,GP326,Erin Gardiner
2025-08-07,2025-08-07T13:00,2025-08-07T15:00,Open Working Problem 47,PBL,Tutorial,Callaghan,G,GP328,Tooba Azami
2025-08-07,2025-08-07T13:00,2025-08-07T15:00,Open Working Problem 47,PBL,Tutorial,Callaghan,I,GP325,Travis Swadling
2025-08-07,2025-08-07T13:00,2025-08-07T15:00,Open Working Problem 47,PBL,Tutorial,Callaghan,K,GP327,Richard Thorpe
2025-08-07,2025-08-07T13:00,2025-08-07T15:00,Open Working Problem 47,PBL,Tutorial,Callaghan,M,GP321,Juan Morales Franco
2025-08-07,2025-08-07T13:00,2025-08-07T15:00,Open Working Problem 47,PBL,Tutorial,Callaghan,N,GP324,Lauren Harms
2025-08-07,2025-08-07T15:00,2025-08-07T17:00,Open Working Problem 47,PBL,Tutorial,CCS,C,GO93.08.55,Ethan Creswell
2025-08-07,2025-08-07T15:00,2025-08-07T17:00,Open Working Problem 47,PBL,Tutorial,CCS,D,GO93.08.51,Natalie Govind
2025-08-07,2025-08-07T15:00,2025-08-07T17:00,Open Working Problem 47,PBL,Tutorial,Callaghan,J,GP325,Abhijit Chowdhury
2025-08-07,2025-08-07T15:00,2025-08-07T17:00,Open Working Problem 47,PBL,Tutorial,Callaghan,F,GP328,Esther Robinson
2025-08-07,2025-08-07T15:30,2025-08-07T17:30,Open Working Problem 47,PBL,Tutorial,Callaghan,H,GP327,Roger Liang
2025-08-07,2025-08-07T15:30,2025-08-07T17:30,Open Working Problem 47,PBL,Tutorial,Callaghan,L,GP326,Jeff Regnis
2025-08-07,2025-08-07T15:30,2025-08-07T17:30,Open Working Problem 47,PBL,Tutorial,Callaghan,O,GP321,Neil Spratt
2025-08-07,2025-08-07T15:30,2025-08-07T17:30,Open Working Problem 47,PBL,Tutorial,Callaghan,P,GP324,Lauren Harms
2025-08-08,2025-08-08T09:00,2025-08-08T10:00,Pregnancy Prevention (Revision of Metabolism and Drug Interactions),Pharmacology,Lecture,Both,ALL,Zoom 2025,Prof Jon Hirst
2025-08-08,2025-08-08T11:00,2025-08-08T12:00,Physiology of Fertility and Pregnancy,Physiology,Lecture,Both,ALL,Zoom 2025,Prof Neil Spratt
2025-08-08,2025-08-08T13:00,2025-08-08T14:00,Genetic Concepts in Gametogenesis and Conception,Genetics,Lecture,Both,ALL,Zoom 2025,Dr Gerard Kaiko
2025-08-08,2025-08-08T14:00,2025-08-08T15:00,Introduction to Genetic Testing and Investigations,Genetics,Lecture,Both,ALL,Zoom 2025,Dr Gerard Kaiko
2025-08-11,2025-08-11T08:30,2025-08-11T10:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Tutorial,CCS,A,GO93.08.56,Heather Allard
2025-08-11,2025-08-11T08:30,2025-08-11T10:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Tutorial,CCS,B,GO93.08.60,Peter Bae
2025-08-11,2025-08-11T09:00,2025-08-11T10:30,Middle Working Problem 47,PBL,Tutorial,CCS,C,GO93.08.55,Roving Tutor
2025-08-11,2025-08-11T09:00,2025-08-11T10:30,Middle Working Problem 47,PBL,Tutorial,CCS,D,GO93.08.51,Roving Tutor
2025-08-11,2025-08-11T08:30,2025-08-11T10:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Practical,Callaghan,G,GP327,Karma Tenzin
2025-08-11,2025-08-11T08:30,2025-08-11T10:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Practical,Callaghan,H,GP326,Htoo Myat
2025-08-11,2025-08-11T08:30,2025-08-11T10:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Practical,Callaghan,J,GP328,Juan Morales Franco
2025-08-11,2025-08-11T08:30,2025-08-11T10:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,E,GP325,Roving Tutor
2025-08-11,2025-08-11T08:30,2025-08-11T10:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,F,GP324,Roving Tutor
2025-08-11,2025-08-11T08:30,2025-08-11T10:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,I,GP321,Roving Tutor
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Middle Working Problem 47,PBL,Tutorial,CCS,A,GO93.08.55,Roving Tutor
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Middle Working Problem 47,PBL,Tutorial,CCS,B,GO93.08.51,Roving Tutor
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Practical,CCS,C,GO93.08.56,Heather Allard
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Practical,CCS,D,GO93.08.60,Peter Bae
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Practical,Callaghan,E,GP328,Juan Morales Franco
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Practical,Callaghan,F,GP327,Karma Tenzin
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Structured Clinical Skills: Women's History Taking 2,Clinical Skills,Practical,Callaghan,I,GP326,Htoo Myat
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,G,GP324,Roving Tutor
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,H,GP321,Roving Tutor
2025-08-11,2025-08-11T10:30,2025-08-11T12:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,J,GP325,Roving Tutor
2025-08-11,2025-08-11T12:30,2025-08-11T14:00,Sexuality and Identity,Interactional Skills,Tutorial,Callaghan,E,ICT218,A Prof Marita Lynagh
2025-08-11,2025-08-11T12:30,2025-08-11T14:00,Sexuality and Identity,Interactional Skills,Tutorial,Callaghan,F,ICT219,Dr Jo Taylor
2025-08-11,2025-08-11T14:00,2025-08-11T15:30,Sexuality and Identity,Interactional Skills,Tutorial,Callaghan,H,ICT218,A Prof Marita Lynagh
2025-08-11,2025-08-11T14:00,2025-08-11T15:30,Sexuality and Identity,Interactional Skills,Tutorial,Callaghan,L,ICT219,Dr Jo Taylor
2025-08-11,2025-08-11T16:00,2025-08-11T17:00,Termination of Pregnancy,Prof Dev,Seminar,Both,ALL,Zoom 2025,Dr Indu Gunarathne
2025-08-12,2025-08-12T08:30,2025-08-12T10:00,Structured Clinical Skills: Women's History Taking 2,Clin Skills,Practical,Callaghan,K,GP328,Juan Morales Franco
2025-08-12,2025-08-12T08:30,2025-08-12T10:00,Structured Clinical Skills: Women's History Taking 2,Clin Skills,Practical,Callaghan,L,GP327,Vicki Howell
2025-08-12,2025-08-12T08:30,2025-08-12T10:00,Structured Clinical Skills: Women's History Taking 2,Clin Skills,Practical,Callaghan,P,GP326,Khanrin Vashum
2025-08-12,2025-08-12T08:30,2025-08-12T10:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,M,GP324,Roving Tutor
2025-08-12,2025-08-12T08:30,2025-08-12T10:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,N,GP325,Roving Tutor
2025-08-12,2025-08-12T08:30,2025-08-12T10:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,O,GP321,Roving Tutor
2025-08-12,2025-08-12T10:30,2025-08-12T12:00,Structured Clinical Skills: Women's History Taking 2,Clin Skills,Practical,Callaghan,M,GP327,Vicki Howell
2025-08-12,2025-08-12T10:30,2025-08-12T12:00,Structured Clinical Skills: Women's History Taking 2,Clin Skills,Practical,Callaghan,N,GP328,Juan Morales Franco
2025-08-12,2025-08-12T10:30,2025-08-12T12:00,Structured Clinical Skills: Women's History Taking 2,Clin Skills,Practical,Callaghan,O,GP326,Khanrin Vashum
2025-08-12,2025-08-12T10:30,2025-08-12T12:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,K,GP325,Roving Tutor
2025-08-12,2025-08-12T10:30,2025-08-12T12:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,L,GP324,Roving Tutor
2025-08-12,2025-08-12T10:30,2025-08-12T12:00,Middle Working Problem 47,PBL,Tutorial,Callaghan,P,GP321,Roving Tutor
2025-08-13,2025-08-13T08:30,2025-08-13T10:30,Close Working Problem 47,PBL,Tutorial,CCS,A,GO93.08.55,Tegan Stettaford
2025-08-13,2025-08-13T08:30,2025-08-13T10:30,Close Working Problem 47,PBL,Tutorial,CCS,B,GO93.08.51,Heather Allard
2025-08-13,2025-08-13T08:30,2025-08-13T10:30,Close Working Problem 47,PBL,Tutorial,Callaghan,E,GP326,Erin Gardiner
2025-08-13,2025-08-13T08:30,2025-08-13T10:30,Close Working Problem 47,PBL,Tutorial,Callaghan,G,GP328,Tooba Azami
2025-08-13,2025-08-13T08:30,2025-08-13T10:30,Close Working Problem 47,PBL,Tutorial,Callaghan,I,GP325,Travis Swadling
2025-08-13,2025-08-13T08:30,2025-08-13T10:30,Close Working Problem 47,PBL,Tutorial,Callaghan,K,GP327,Richard Thorpe
2025-08-13,2025-08-13T08:30,2025-08-13T10:30,Close Working Problem 47,PBL,Tutorial,Callaghan,M,GP321,Juan Morales Franco
2025-08-13,2025-08-13T08:30,2025-08-13T10:30,Close Working Problem 47,PBL,Tutorial,Callaghan,N,GP324,Lauren Harms
2025-08-13,2025-08-13T10:30,2025-08-13T12:30,Close Working Problem 47,PBL,Tutorial,CCS,C,GO93.08.55,Ethan Creswell
2025-08-13,2025-08-13T10:30,2025-08-13T12:30,Close Working Problem 47,PBL,Tutorial,CCS,D,GO93.08.51,Natalie Govind
2025-08-13,2025-08-13T10:30,2025-08-13T12:30,Close Working Problem 47,PBL,Tutorial,Callaghan,F,GP328,Esther Robinson
2025-08-13,2025-08-13T11:00,2025-08-13T13:00,Close Working Problem 47,PBL,Tutorial,Callaghan,H,GP327,Roger Liang
2025-08-13,2025-08-13T11:00,2025-08-13T13:00,Close Working Problem 47,PBL,Tutorial,Callaghan,J,GP325,Abhijit Chowdhury
2025-08-13,2025-08-13T11:00,2025-08-13T13:00,Close Working Problem 47,PBL,Tutorial,Callaghan,L,GP326,Jeff Regnis
2025-08-13,2025-08-13T11:00,2025-08-13T13:00,Close Working Problem 45,PBL,Tutorial,Callaghan,O,GP321,Neil Spratt
2025-08-13,2025-08-13T11:00,2025-08-13T13:00,Close Working Problem 47,PBL,Tutorial,Callaghan,P,GP324,Lauren Harms
2025-08-13,2025-08-13T14:30,2025-08-13T15:30,Longatudinal Integrated Clerkship Information Session,Info,Seminar,Both,ALL,Zoom 2025,Dr Maree Puxty
2025-08-14,2025-08-14T09:00,2025-08-14T10:30,Medical Sciences - Mother and Baby,Anatomy,Lab,CCS,A;B,GO93.11.37,Dr Ethan Cresswell
2025-08-14,2025-08-14T10:30,2025-08-14T12:00,Medical Sciences - Mother and Baby,Anatomy,Lab,CCS,C;D,GO93.11.37,Dr Ethan Cresswell
2025-08-14,2025-08-14T09:00,2025-08-14T10:30,Medical Sciences - Mother and Baby,Anatomy,Lab,Callaghan,E;G;I;K;M;N,MSW320,A Prof Doug Smith
2025-08-14,2025-08-14T10:30,2025-08-14T12:00,Medical Sciences - Mother and Baby,Anatomy,Lab,Callaghan,F;J;H;L;O;P,MSW320,A Prof Doug Smith
2025-08-14,2025-08-14T13:00,2025-08-14T15:00,Open Working Problem 48,PBL,Tutorial,CCS,A,GO93.08.55,Tegan Stettaford
2025-08-14,2025-08-14T13:00,2025-08-14T15:00,Open Working Problem 48,PBL,Tutorial,CCS,B,GO93.08.51,Heather Allard
2025-08-14,2025-08-14T13:00,2025-08-14T15:00,Open Working Problem 48,PBL,Tutorial,Callaghan,E,GP326,Erin Gardiner
2025-08-14,2025-08-14T13:00,2025-08-14T15:00,Open Working Problem 48,PBL,Tutorial,Callaghan,G,GP328,Tooba Azami
2025-08-14,2025-08-14T13:00,2025-08-14T15:00,Open Working Problem 48,PBL,Tutorial,Callaghan,I,GP325,Travis Swadling
2025-08-14,2025-08-14T13:00,2025-08-14T15:00,Open Working Problem 48,PBL,Tutorial,Callaghan,K,GP327,Richard Thorpe
2025-08-14,2025-08-14T13:00,2025-08-14T15:00,Open Working Problem 48,PBL,Tutorial,Callaghan,M,GP321,Juan Morales Franco
2025-08-14,2025-08-14T13:00,2025-08-14T15:00,Open Working Problem 48,PBL,Tutorial,Callaghan,N,GP324,Lauren Harms
2025-08-14,2025-08-14T15:00,2025-08-14T17:00,Open Working Problem 48,PBL,Tutorial,CCS,C,GO93.08.55,Ethan Creswell
2025-08-14,2025-08-14T15:00,2025-08-14T17:00,Open Working Problem 48,PBL,Tutorial,CCS,D,GO93.08.51,Natalie Govind
2025-08-14,2025-08-14T15:00,2025-08-14T17:00,Open Working Problem 48,PBL,Tutorial,Callaghan,J,GP325,Abhijit Chowdhury
2025-08-14,2025-08-14T15:00,2025-08-14T17:00,Open Working Problem 48,PBL,Tutorial,Callaghan,F,GP328,Esther Robinson
2025-08-14,2025-08-14T15:30,2025-08-14T17:30,Open Working Problem 48,PBL,Tutorial,Callaghan,H,GP327,Roger Liang
2025-08-14,2025-08-14T15:30,2025-08-14T17:30,Open Working Problem 48,PBL,Tutorial,Callaghan,L,GP326,Jeff Regnis
2025-08-14,2025-08-14T15:30,2025-08-14T17:30,Open Working Problem 48,PBL,Tutorial,Callaghan,O,GP321,Neil Spratt
2025-08-14,2025-08-14T15:30,2025-08-14T17:30,Open Working Problem 48,PBL,Tutorial,Callaghan,P,GP324,Lauren Harms
2025-08-15,2025-08-15T08:00,2025-08-15T09:00,Anaesthetic Agents - Local and General,Pharmacology,Lecture,Both,ALL,Zoom 2025,A Prof Paul Tooney
2025-08-15,2025-08-15T09:00,2025-08-15T10:00,Drugs in Pregnancy,Pharmacology,Lecture,Both,ALL,Zoom 2025,A Prof Paul Tooney
2025-08-15,2025-08-15T10:00,2025-08-15T12:00,Clinical Panel Forum:Trans Health,HBS,Forum,Callaghan,ALL,GP201,Prof  Katie Wynne
2025-08-15,2025-08-15T13:00,2025-08-15T14:00,"Hormonal Control of Labour, Delivery and Lactation",Physiology,Lecture,Both,ALL,Zoom 2025,Prof Neil Spratt
2025-08-15,2025-08-15T14:00,2025-08-15T15:00,Infant Transition to Extra-Uterine Life,Physiology,Lecture,Both,ALL,Zoom 2025,Prof Neil Spratt
2025-08-18,2025-08-18T08:30,2025-08-18T10:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Tutorial,CCS,A,GO93.08.56,Heather Allard
2025-08-18,2025-08-18T08:30,2025-08-18T10:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Tutorial,CCS,B,GO93.08.60,Peter Bae
2025-08-18,2025-08-18T09:00,2025-08-18T10:30,Middle Working Problem 48,PBL,Tutorial,CCS,C,GO93.08.55,Roving Tutor
2025-08-18,2025-08-18T09:00,2025-08-18T10:30,Middle Working Problem 48,PBL,Tutorial,CCS,D,GO93.08.51,Roving Tutor
2025-08-18,2025-08-18T08:30,2025-08-18T10:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Practical,Callaghan,G,GP327,Karma Tenzin
2025-08-18,2025-08-18T08:30,2025-08-18T10:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Practical,Callaghan,H,GP326,Htoo Myat
2025-08-18,2025-08-18T08:30,2025-08-18T10:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Practical,Callaghan,J,GP328,Juan Morales Franco
2025-08-18,2025-08-18T08:30,2025-08-18T10:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,E,GP325,Roving Tutor
2025-08-18,2025-08-18T08:30,2025-08-18T10:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,F,GP324,Roving Tutor
2025-08-18,2025-08-18T08:30,2025-08-18T10:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,I,GP321,Roving Tutor
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Middle Working Problem 48,PBL,Tutorial,CCS,A,GO93.08.55,Roving Tutor
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Middle Working Problem 48,PBL,Tutorial,CCS,B,GO93.08.51,Roving Tutor
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Practical,CCS,C,GO93.08.56,Heather Allard
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Practical,CCS,D,GO93.08.60,Peter Bae
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Practical,Callaghan,E,GP328,Juan Morales Franco
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Practical,Callaghan,F,GP327,Karma Tenzin
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clinical Skills,Practical,Callaghan,I,GP326,Htoo Myat
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,G,GP324,Roving Tutor
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,H,GP321,Roving Tutor
2025-08-18,2025-08-18T10:30,2025-08-18T12:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,J,GP325,Roving Tutor
2025-08-18,2025-08-18T12:30,2025-08-18T14:00,Sexuality and Identity,Interactional Skills,Tutorial,Callaghan,M,ICT218,A Prof Marita Lynagh
2025-08-18,2025-08-18T12:30,2025-08-18T14:00,Sexuality and Identity,Interactional Skills,Tutorial,Callaghan,N,ICT219,Georgia Dagger
2025-08-18,2025-08-18T14:00,2025-08-18T15:30,Sexuality and Identity,Interactional Skills,Tutorial,Callaghan,O,ICT218,A Prof Marita Lynagh
2025-08-18,2025-08-18T14:00,2025-08-18T15:30,Sexuality and Identity,Interactional Skills,Tutorial,Callaghan,P,ICT219,Georgia Dagger
2025-08-18,2025-08-18T13:00,2025-08-18T14:00,Research Ethics,Prof Dev,Seminar,Both,ALL,Zoom 2025,Dr Indu Gunarathne
2025-08-18,2025-08-18T14:00,2025-08-18T15:00,Clinical Decision Making: Consent in the Mature Minor,Prof Dev,Seminar,Both,ALL,Zoom 2025,Dr Indu Gunarathne
2025-08-18,2025-08-18T15:30,2025-08-18T16:30,Clinical Panel Forum:  Management of Labour and Delivery,Clinical,Seminar,Both,ALL,Zoom 2025,Mrs Susan Armitage
2025-08-19,2025-08-19T08:30,2025-08-19T10:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clin Skills,Practical,Callaghan,K,GP328,Juan Morales Franco
2025-08-19,2025-08-19T08:30,2025-08-19T10:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clin Skills,Practical,Callaghan,L,GP327,Vicki Howell
2025-08-19,2025-08-19T08:30,2025-08-19T10:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clin Skills,Practical,Callaghan,P,GP326,Khanrin Vashum
2025-08-19,2025-08-19T08:30,2025-08-19T10:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,M,GP324,Roving Tutor
2025-08-19,2025-08-19T08:30,2025-08-19T10:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,N,GP325,Roving Tutor
2025-08-19,2025-08-19T08:30,2025-08-19T10:00,Middle Working Problem 48,PBL,Tutorial,Callaghan,O,GP321,Roving Tutor
2025-08-19,2025-08-19T10:30,2025-08-19T12:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clin Skills,Practical,Callaghan,M,GP327,Vicki Howell
2025-08-19,2025-08-19T10:30,2025-08-19T12:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clin Skills,Practical,Callaghan,N,GP328,Juan Morales Franco
2025-08-19,2025-08-19T10:30,2025-08-19T12:00,Structured Clinical Skills: Revision Y2 - Neuro UL & LL,Clin Skills,Practical,Callaghan,O,GP326,Khanrin Vashum
2025-08-19,2025-08-19T10:30,2025-08-19T12:00,Middle Working Problem 48,Tutorial,Tutorial,Callaghan,K,GP325,Roving Tutor
2025-08-19,2025-08-19T10:30,2025-08-19T12:00,Middle Working Problem 48,Tutorial,Tutorial,Callaghan,L,GP324,Roving Tutor
2025-08-19,2025-08-19T10:30,2025-08-19T12:00,Middle Working Problem 48,Tutorial,Tutorial,Callaghan,P,GP321,Roving Tutor
2025-08-20,2025-08-20T08:30,2025-08-20T10:30,Close Working Problem 48,PBL,Tutorial,CCS,A,GO93.08.55,Tegan Stettaford
2025-08-20,2025-08-20T08:30,2025-08-20T10:30,Close Working Problem 48,PBL,Tutorial,CCS,B,GO93.08.51,Heather Allard
2025-08-20,2025-08-20T08:30,2025-08-20T10:30,Close Working Problem 48,PBL,Tutorial,Callaghan,E,GP326,Erin Gardiner
2025-08-20,2025-08-20T08:30,2025-08-20T10:30,Close Working Problem 48,PBL,Tutorial,Callaghan,G,GP328,Tooba Azami
2025-08-20,2025-08-20T08:30,2025-08-20T10:30,Close Working Problem 48,PBL,Tutorial,Callaghan,I,GP325,Travis Swadling
2025-08-20,2025-08-20T08:30,2025-08-20T10:30,Close Working Problem 48,PBL,Tutorial,Callaghan,K,GP327,Richard Thorpe
2025-08-20,2025-08-20T08:30,2025-08-20T10:30,Close Working Problem 48,PBL,Tutorial,Callaghan,M,GP321,Juan Morales Franco
2025-08-20,2025-08-20T08:30,2025-08-20T10:30,Close Working Problem 48,PBL,Tutorial,Callaghan,N,GP324,Lauren Harms
2025-08-20,2025-08-20T10:30,2025-08-20T12:30,Close Working Problem 48,PBL,Tutorial,CCS,C,GO93.08.55,Ethan Creswell
2025-08-20,2025-08-20T10:30,2025-08-20T12:30,Close Working Problem 48,PBL,Tutorial,CCS,D,GO93.08.51,Natalie Govind
2025-08-20,2025-08-20T10:30,2025-08-20T12:30,Close Working Problem 48,PBL,Tutorial,Callaghan,F,GP328,Esther Robinson
2025-08-20,2025-08-20T11:00,2025-08-20T13:00,Close Working Problem 48,PBL,Tutorial,Callaghan,H,GP327,Roger Liang
2025-08-20,2025-08-20T11:00,2025-08-20T13:00,Close Working Problem 48,PBL,Tutorial,Callaghan,J,GP325,Abhijit Chowdhury
2025-08-20,2025-08-20T11:00,2025-08-20T13:00,Close Working Problem 48,PBL,Tutorial,Callaghan,L,GP326,Jeff Regnis
2025-08-20,2025-08-20T11:00,2025-08-20T13:00,Close Working Problem 45,PBL,Tutorial,Callaghan,O,GP321,Neil Spratt
2025-08-20,2025-08-20T11:00,2025-08-20T13:00,Close Working Problem 48,PBL,Tutorial,Callaghan,P,GP324,Lauren Harms
2025-08-20,2025-08-20T14:30,2025-08-20T16:30,Pathways Information Session - Year 4/5 Preferencing,Info,Seminar,Both,ALL,Zoom 2025,Natalie Jones
2025-08-21,2025-08-21T09:00,2025-08-21T10:30,Medical Sciences - Revision Endocrine System,Anatomy,Lab,CCS,A;B,GO93.11.37,Dr Ethan Cresswell
2025-08-21,2025-08-21T10:30,2025-08-21T12:00,Medical Sciences - Revision Endocrine System,Anatomy,Lab,CCS,C;D,GO93.11.37,Dr Ethan Cresswell
2025-08-21,2025-08-21T09:00,2025-08-21T10:30,Medical Sciences - Revision Endocrine System,Anatomy,Lab,Callaghan,E;G;I;K;M;N,MSW320,A Prof Doug Smith
2025-08-21,2025-08-21T10:30,2025-08-21T12:00,Medical Sciences - Revision Endocrine System,Anatomy,Lab,Callaghan,F;J;H;L;O;P,MSW320,A Prof Doug Smith
2025-08-21,2025-08-21T13:00,2025-08-21T15:00,Open Working Problem 49,PBL,Tutorial,CCS,A,GO93.08.55,Tegan Stettaford
2025-08-21,2025-08-21T13:00,2025-08-21T15:00,Open Working Problem 49,PBL,Tutorial,CCS,B,GO93.08.51,Heather Allard
2025-08-21,2025-08-21T13:00,2025-08-21T15:00,Open Working Problem 49,PBL,Tutorial,Callaghan,E,GP326,Erin Gardiner
2025-08-21,2025-08-21T13:00,2025-08-21T15:00,Open Working Problem 49,PBL,Tutorial,Callaghan,G,GP328,Tooba Azami
2025-08-21,2025-08-21T13:00,2025-08-21T15:00,Open Working Problem 49,PBL,Tutorial,Callaghan,I,GP325,Travis Swadling
2025-08-21,2025-08-21T13:00,2025-08-21T15:00,Open Working Problem 49,PBL,Tutorial,Callaghan,K,GP327,Richard Thorpe
2025-08-21,2025-08-21T13:00,2025-08-21T15:00,Open Working Problem 49,PBL,Tutorial,Callaghan,M,GP321,Juan Morales Franco
2025-08-21,2025-08-21T13:00,2025-08-21T15:00,Open Working Problem 49,PBL,Tutorial,Callaghan,N,GP324,Lauren Harms
2025-08-21,2025-08-21T15:00,2025-08-21T17:00,Open Working Problem 49,PBL,Tutorial,CCS,C,GO93.08.55,Ethan Creswell
2025-08-21,2025-08-21T15:00,2025-08-21T17:00,Open Working Problem 49,PBL,Tutorial,CCS,D,GO93.08.51,Natalie Govind
2025-08-21,2025-08-21T15:00,2025-08-21T17:00,Open Working Problem 49,PBL,Tutorial,Callaghan,J,GP325,Abhijit Chowdhury
